case_id,type,severity,confidence,description,wallets
RAAZ-26-1044,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",Twjw2pcFiLwgysemzMkg6Ka2YoomgUG7ju;TMfWv2ZwxiKG4LkXv2Vfbes1Rg8TJMX1sC;Td24T3dqqXEEajq2Jy82do3HVfaxQBoAkA;TfR9tvkkiknQyzhNtk1xu9skt5rAtpzqqS
RAAZ-26-1044,Fan-in from unrelated sources,Medium,0.78,4 other wallets paid into the reported wallet in the same window - possible additional victims.,T8J7UnbEgLrdFFZVbAiM3SrJT2W7AGhXmS;TqJUxijKR3yijMzeGWodFeZcpe4XK3dFSW;TzXTEApVWMPAx52bVC11tFZ9Lutt1oJCxY;TuaXuKsaBQ1QkKHxV4WSEk9gBVSWw5giUH
RAAZ-26-1044,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TogtMNdpKKuVoqHCE9bQSdq3oh1JKJPFsb
RAAZ-26-1045,Peel chain,High,0.88,4-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,0xd045047cf5c553ec16c26a4148a06ebc279a1312;0x14f51884e4df83bdd9b306badb7d19755142afca;0x8fb04d15f20d691e0278f53471710bd68d9688ad;0xbacd5fb405234b8814441f24a07584a9063ee735;0x88bc46f7785c3c34a2b9a7ff565c12c27338ce5c;0x69a3ccf5821f046654c6d4e63a1792ba60404dd5;0x9aeae9182158f875a17b5b308ee972e9eb6f10e0;0x847d269a8e6d1c46acdf2a69fce184dca9b10865
RAAZ-26-1045,Cross-chain bridge hop,High,0.86,Funds moved from Polygon to BNB Smart Chain through ArcBridge.,0x88ff3924cb99a3866c4767a1c3034521ee3bea38
RAAZ-26-1045,Fan-in from unrelated sources,Medium,0.78,5 other wallets paid into the reported wallet in the same window - possible additional victims.,0x1c8126781f51fe8a251b02398c7f3c290af8b428;0xd418c7359e56f114199ac73fb55deb169f842d17;0xb165e55b954311cd41575d3b11be65e41610c225;0x0799fca1df223aea3b6f027b0967cc141ff47b3d;0xe3cc77dcd61626c012f2a0260a9044d8efd5bee2
RAAZ-26-1045,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0x29a5799e0d80222d76b4b6647805818a469a4c63
RAAZ-26-1045,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0xf86035d4e5e287020724b9f32b71ada82e85dad4
RAAZ-26-1046,Fan-out distribution,High,0.91,Reported wallet split funds into 6 fresh wallets within minutes of the last victim payment.,bc1q4wfqdsk39puy4cp3wm490cjnueemz77d0g5a67;bc1qpc2xwxp9q5ftd89pq0heycuayt8h0w96u5dnsj;bc1q7am6aajnuxteqp2fgtt3h5vts8lnmm26935llu;bc1qhw468fmpw2e7shmu7x3fct9l9fexj7qqy3qkng;bc1qm7q2wtyp9vxg6k0ywk96v7hsp7a75dqn5ztg80;bc1quk66qq0glxq6gpadr72t00vcajerdncxtyrmgz;bc1qzkg9svenrjefgrrwgwmfxjj2wd5gkj6n77d0c0
RAAZ-26-1046,Peel chain,High,0.88,5-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,bc1qqxxw6s68k28y222aaukhtx5qqcf0a450nh4enp;bc1qvthljqxrjn8tctff9n5dxya3lcefp4h6f5evz3;bc1qnjv8llfs3p8ep92yt3kudupurh24996wcxpr6a;bc1qvc76ewp8f5f206zurwgsaum2md3yzd3wzh9pk2;bc1quaufvhzcypemjtza0rjg49sparfhkreaaffn73;bc1qjjum92s6hhwrzktw3a6mwkx8amg5qaa20xk4qt;bc1q4p72dh3v8w6f2wdu42t6w8swj6mc4vrvl26rn2;bc1q4l3w35d567xzfmn7z0yczzrhe8yzdh0jv53y97;bc1qyth5t2u3t6ej35wv3vv3ueeyc2fv68308xnnuq;bc1q93l2u0kqh7wqzyxzcdnxkr36mqefwknr0cukxy
RAAZ-26-1046,Fan-in from unrelated sources,Medium,0.78,2 other wallets paid into the reported wallet in the same window - possible additional victims.,bc1q4lmh3mn55td6tfyl67e2pjz5mynkeljmt5gxpy;bc1qetf3twryw75me0f7yx3f2ezzwrjerz20er429e
RAAZ-26-1046,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,bc1q87ud68gytrxn636qumk4k2x0qegn37a5zkhrss
RAAZ-26-1047,Fan-out distribution,High,0.91,Reported wallet split funds into 6 fresh wallets within minutes of the last victim payment.,0x54000f712c346eecb3027209b0fa76ec2a819ee8;0xd9155b74d6e41254f2d259a3788027196da46fcc;0x4e262ad481b11221221a606d09dc27b2ff4cc56b;0xdcbbe7d029c546dd70ec73013e249daac6374835;0x9ee08c3e4bba9bd13d1c71b32fd25bd261339074;0x5dae00480dbc4dcba108dc7703a2bb2a7f04d711;0x397bd33d5b1b2be70e035b3a999b6bc5e7bd0417
RAAZ-26-1047,Peel chain,High,0.88,4-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,0x9494eea1497ba324ab976f7f4a9e78751e18422a;0x9674ed9068d30a9bdd6bc4db0d1c103fd90bd1f5;0x8098e8c20d1be2939cbbd5e35fa50b6736cc2ce9;0x60d66f7602b03891eb64ac85782901600eb32a08;0xce1c2902f536747c1d9d719108ddf8f042928e96;0xcd8313c3dc4eeba09cd1b872122bf4924a0a573d;0xb6070332656f137baf748499f1ecebad534654ab;0x392e7e0ce6fa5acf0cd28d4f7fead1ca6824c8fe
RAAZ-26-1047,Mixer / tumbler usage,Critical,0.95,0.97374 ETH sent into Obscura Mixer; outputs linked probabilistically by amount and timing.,0xd5393b28e9a8d0539206f8d25f32a83bfa234907
RAAZ-26-1047,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0xdcc087befc73e7508b467a61238f524aeb1a8b58
RAAZ-26-1048,Fan-out distribution,High,0.91,Reported wallet split funds into 5 fresh wallets within minutes of the last victim payment.,TGsRGyN1csQ19FGdv7nxvfZu53ziucywXD;TkFYQtxcuEFZbgbGdXTq75XJWHZF5rVMXi;T3fZQezELxtnrC3egZJLGEFfFVd9Q7om3q;TYzGqfcGQGvgP7KKiy6PKTcX9qvzUVfKvN;Tic7zAwHMPXNDjrzYUvqDsyGRBjWwH1q2E;TRpw1g96YrV9KBzkNvScVc8kjp4MxJMywV
RAAZ-26-1048,Peel chain,High,0.88,4-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,THrDSTMWCtqQR9qC22cAXhoLqfSu46k8pJ;TU4ca2rAV4P6ARsuANsCS5a4gNC3nCQJSr;TpmmUx1369SfzpK4mj4AUBRzC9WxZWgnQf;TcjB6BeK4xiTL3bZFEt5osESc4a7VsQPBB;TCVVsfkdap3ccGctX9saxhcm4tfFzsJLaV;TsVWEZcQTHv1NvBSiT465FLLn84a2wG4ji;T184ySnvGYrZ2UYxwUCi4W1kJHM32LGjw6;TG4ZiVigVCR73HG1ZvcWY88ydktdtYNweQ
RAAZ-26-1048,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",TkFYQtxcuEFZbgbGdXTq75XJWHZF5rVMXi;T3fZQezELxtnrC3egZJLGEFfFVd9Q7om3q;TYzGqfcGQGvgP7KKiy6PKTcX9qvzUVfKvN;Tic7zAwHMPXNDjrzYUvqDsyGRBjWwH1q2E;TRpw1g96YrV9KBzkNvScVc8kjp4MxJMywV
RAAZ-26-1048,Fan-in from unrelated sources,Medium,0.78,4 other wallets paid into the reported wallet in the same window - possible additional victims.,TGXi3wRUYGKmtqL4Bf1HAfU6Gi3tAbSTAS;TfiCwnr2nYZhPbCA5kUvYgFjkJj2aepahe;TyCD1F8MezDsSkZXAyBQDudweunm4PzC33;T9XoArS3sFbqRXZ3Tv7khDT3D9DYLv39Ma
RAAZ-26-1048,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TaJXqcRHSmfSNjNFNsY7WfGZgnjoyP3vkT
RAAZ-26-1048,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 4 other RAAZ case(s): RAAZ-26-1007, RAAZ-26-1009, RAAZ-26-1037, RAAZ-26-1059. Likely the same operator (Syndicate A).",TaJXqcRHSmfSNjNFNsY7WfGZgnjoyP3vkT
RAAZ-26-1049,Fan-out distribution,High,0.91,Reported wallet split funds into 6 fresh wallets within minutes of the last victim payment.,0x8597567d00d23b78fbf0a25234df03060e145624;0xa6a6e5f17c3c64326617af3c778e254315f64297;0x9a71ff42f3e0f6b6bbce0fc67cfd219de7c9bcea;0x1b6eb1d7601067d90786c87c5925b337c5c02e77;0xa77f0589adb4b409869ae36aaeea524e62723cf2;0xb9dea612818dfe33a6498c91cc63d757f44e1f0a;0x33db6e725342794cdf89cd5ed1266539fce87f47
RAAZ-26-1049,Mixer / tumbler usage,Critical,0.95,"26,339.11 USDC sent into Umbra Tumbler; outputs linked probabilistically by amount and timing.",0xec93a5a5e96bb020c36c24ddd88416e6e1d35a53
RAAZ-26-1049,Cross-chain bridge hop,High,0.86,Funds moved from Ethereum to Polygon through ArcBridge.,0x886a79744d4ca5471955bf69ab021187f4cce0dc
RAAZ-26-1049,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",0xa6a6e5f17c3c64326617af3c778e254315f64297;0x9a71ff42f3e0f6b6bbce0fc67cfd219de7c9bcea;0x1b6eb1d7601067d90786c87c5925b337c5c02e77;0xa77f0589adb4b409869ae36aaeea524e62723cf2;0xb9dea612818dfe33a6498c91cc63d757f44e1f0a;0x33db6e725342794cdf89cd5ed1266539fce87f47
RAAZ-26-1049,Fan-in from unrelated sources,Medium,0.78,4 other wallets paid into the reported wallet in the same window - possible additional victims.,0xd68bd4ed164fbfabe9615684b61e2daf629be746;0x66839bf373d708a636d774076a49d5f3162a218b;0xaa9527d86e319978dc46200b141f412aef85325a;0xdaf113cb3380293cfa563705b8f365f60674abdf
RAAZ-26-1049,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0xcfde319e94c2c7774c689e15aaea135f5a2ba12e
RAAZ-26-1049,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0x6c89b206b1081043b119dc1ef4cbfeac8f7181d7
RAAZ-26-1049,Dusting activity,Low,0.65,Tiny-value transfers received from a single source - possible address probing.,0xe1e76546b268cc77abbe4c4448c59aaf1123a16e
RAAZ-26-1050,Fan-out distribution,High,0.91,Reported wallet split funds into 4 fresh wallets within minutes of the last victim payment.,ThkFfShMkicBQ5szHcjh3FaTT6Kc9ijugJ;TmeSQgMCEirdehsAgsBczhaGW6y6nMDiVR;TBq31a1FV943pVV4XvGcsHbwhnGEPHX2Ys;TRKA38DXTogA5NNgN4qk2X7muDRnBaVCmh;TJMpP4TaRdVmtLvfiUVi6A6DpxacJaZCph
RAAZ-26-1050,Peel chain,High,0.88,4-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,T6Cn1dX1cXVFVASHmH3YJvLkz17e73X7ra;TU26NBRu71Hbv82fEhfmvME29hBj6aRnBJ;T7Nf4MKA4cdEDXyJJWKZYyU8rCUYhbhg87;Tc5tA4fwjr7MNDj8PN66pbi85cKJTJrYoW;TMz1dJFGbMK2YdxLNmUoETAFg1qQRbk1ts;TJRPeDaGLcUUUQd5rbuReDxx8ER1nR7BXS;TZd3kBbpDDF74D3ran7X37ymUV9koxjKnn;TVcBUotyfjaoKqbstyWCCJ1UyAtXijoPcR
RAAZ-26-1050,Fan-in from unrelated sources,Medium,0.78,5 other wallets paid into the reported wallet in the same window - possible additional victims.,Ttkua8PESMmHPCfFfweU3qFrfZVtav8KDX;TsXMRXti2ZVmNvc88tv7t9dbFVXr82G9jx;TMTUBKnDYtLRJJhXWVeKFswBw3NG6sBUGZ;TcVno6SMadddEapESnnqcCJLcRnNzRj2Rz;TVsBYAtHFHeTJnps4Xf7d1Et4H4AcUZEaV
RAAZ-26-1050,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1050,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 7 other RAAZ case(s): RAAZ-26-1003, RAAZ-26-1005, RAAZ-26-1011, RAAZ-26-1023, RAAZ-26-1039, RAAZ-26-1054, RAAZ-26-1055. Likely the same operator (Syndicate B).",TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1051,Fan-out distribution,High,0.91,Reported wallet split funds into 3 fresh wallets within minutes of the last victim payment.,0x7634d5303d8dcb0f60359215c1748f8dfe88d747;0x8b0b2416b3242f7854a17b85fdc64200dcd89481;0x0bc23179f76f4b432e6428468cfaa7fb67f7dc74;0xbde9f0204ca4147e06135e0d9a6ea9c98949e878
RAAZ-26-1051,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0x6bc03660be6afd7c1ceffc7fe73e722bc5c1f337
RAAZ-26-1052,Fan-out distribution,High,0.91,Reported wallet split funds into 5 fresh wallets within minutes of the last victim payment.,0xb3b9454cdb2740445389df892df254b5a0ecc021;0xebcb693042172644bb393db9b877b96d064a8759;0x3fb052a2eab39dd648b10acd7b10b52296ce3b6e;0x7fc436209c41ded13c72f6893807f73df87e10b7;0x27184549e01f95fc327ef6f4b5c05edefd7f67b5;0x49e38b14cbc7fdd91fa7aa6cb9e9d40d13d494e1
RAAZ-26-1052,Fan-in from unrelated sources,Medium,0.78,5 other wallets paid into the reported wallet in the same window - possible additional victims.,0x42307c9c20bd0f072c6d167da9aa568e319f0f47;0x3678fa645f952d314bbf76becc1fe4807cdec610;0x89a240c8915189538b950a95f0366ca43ce10503;0xa15aa9e03a6d72fed914ab52176b1a21b9b90155;0x46363956a74fb57d7ba608f4b659faa55cadaed5
RAAZ-26-1053,Fan-out distribution,High,0.91,Reported wallet split funds into 4 fresh wallets within minutes of the last victim payment.,TGaB4fLFtsgcowtApJyhVTagLaBPUKLohJ;TBjTg1C2U65NMm1Mz9dWM7E7tusHAdMQYT;TgjKMUwrZ7n5icYSYduBHmf5zp9UuHDzoZ;TqVAmjjrzSU8uHq1hA3o484sMwir1D5vKF;T4nUrXvG7o1SsHHyuVxsfwdwMYxcNhzxJo
RAAZ-26-1053,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",TBjTg1C2U65NMm1Mz9dWM7E7tusHAdMQYT;TgjKMUwrZ7n5icYSYduBHmf5zp9UuHDzoZ;TqVAmjjrzSU8uHq1hA3o484sMwir1D5vKF;T4nUrXvG7o1SsHHyuVxsfwdwMYxcNhzxJo
RAAZ-26-1053,Fan-in from unrelated sources,Medium,0.78,3 other wallets paid into the reported wallet in the same window - possible additional victims.,TfM6UWDPmjGmVjG1sFgJYHfULynaq9ZbfX;TZT42hMf55FgXECRC2ihbZjw4PqpoLqt5Z;T8vfU2S8ywbrjB4nhRLan5NveEymk1sUsT
RAAZ-26-1053,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,T4CSQaX4csN6MfjCduKP8vUNLxV4piSL3s
RAAZ-26-1054,Fan-out distribution,High,0.91,Reported wallet split funds into 3 fresh wallets within minutes of the last victim payment.,TqDi6hv7LX7Sqhsn4kvtg4gF4buzHyu9Sk;TZabo16aiWUegFiPH975GsVKKcGrewLpRy;TBSUkMmHi6gUDTozPzwqhttWNnebgAQo6E;TQzrdXkt7drEreUXfQvb2GGBwJEQDrV2iL
RAAZ-26-1054,Fan-in from unrelated sources,Medium,0.78,3 other wallets paid into the reported wallet in the same window - possible additional victims.,TfNusnGPs6KwE8B2LnKTY6JpmEsGtvWCv9;TwG1rxeHoE3SeJAExn9BEsqdqiYs2Wd59U;T5qBkmet3KXk7eEuGwjBJqDKTNsNN3VHDG
RAAZ-26-1054,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1054,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 7 other RAAZ case(s): RAAZ-26-1003, RAAZ-26-1005, RAAZ-26-1011, RAAZ-26-1023, RAAZ-26-1039, RAAZ-26-1050, RAAZ-26-1055. Likely the same operator (Syndicate B).",TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1055,Fan-out distribution,High,0.91,Reported wallet split funds into 5 fresh wallets within minutes of the last victim payment.,TuP1uQtAXNyv3XEjEVqeTpZMMTb3pxpi1T;T8THEAGsUN8KoWuY29Gt5VpCK5RFyo4HDb;TMyV4t1RCfd5g6wZSvk9urVyjUi1MV6tsU;TbHiLKuH6YcQ5yDxwYo9ofvxG2zFRu2URS;Txv29kFsNtcod2sfm4YUWUjdXAq8PrK3Bo;TU661U1oNP5YgtXdfjfdV15AuxR3iS23vG
RAAZ-26-1055,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",T8THEAGsUN8KoWuY29Gt5VpCK5RFyo4HDb;TMyV4t1RCfd5g6wZSvk9urVyjUi1MV6tsU;TbHiLKuH6YcQ5yDxwYo9ofvxG2zFRu2URS;Txv29kFsNtcod2sfm4YUWUjdXAq8PrK3Bo;TU661U1oNP5YgtXdfjfdV15AuxR3iS23vG
RAAZ-26-1055,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1055,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 7 other RAAZ case(s): RAAZ-26-1003, RAAZ-26-1005, RAAZ-26-1011, RAAZ-26-1023, RAAZ-26-1039, RAAZ-26-1050, RAAZ-26-1054. Likely the same operator (Syndicate B).",TaXJKCK9ovAdBPusifBMZffqGgWqouRt8m
RAAZ-26-1056,Fan-out distribution,High,0.91,Reported wallet split funds into 3 fresh wallets within minutes of the last victim payment.,0xcf9436c9c654995b72405c860df44ad6cb4cb1ce;0x9da5c4aacbd8d99215e706861519574a0d0a7abf;0xb355dc0bb0c6475f612bf2dd78015f750aa59c3a;0x044cae6d6a3eb9d8ee2de327464019202b7452e0
RAAZ-26-1056,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",0x9da5c4aacbd8d99215e706861519574a0d0a7abf;0xb355dc0bb0c6475f612bf2dd78015f750aa59c3a;0x044cae6d6a3eb9d8ee2de327464019202b7452e0
RAAZ-26-1056,Fan-in from unrelated sources,Medium,0.78,2 other wallets paid into the reported wallet in the same window - possible additional victims.,0xdea7c5523f43f1f5419b9abc1898962da2e4b885;0x35c78804e4b1271d4700414d8ecfc0bc8f4b24aa
RAAZ-26-1056,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0x680210cc03647676ca4c7ca32b8ac8bd0b26639f
RAAZ-26-1057,Fan-out distribution,High,0.91,Reported wallet split funds into 4 fresh wallets within minutes of the last victim payment.,bc1q8txwvmyk8spqdum7fltgevfkwe2nzn27m46dwy;bc1qdy5m4ps2yk7ctvhcm9f49y7hwf2knundd5khvw;bc1qzgdxj56cuv9zlq5hatyhwgnf3z5j8k0336r79y;bc1qkvql7eatzewp9reavd27cpvfwzywvrdu875tdk;bc1q49rmrfuc6ad9653p584wxyjajmal3dqcaufjuh
RAAZ-26-1057,Peel chain,High,0.88,4-step peel chain: each hop sheds 5-14% to a side wallet and forwards the change.,bc1qj56v83ctk0mg6dlj04kn6x4nna82udcz2lkj8d;bc1qk0hj7lqn5sxjsckc4tgzraulafftdn9wj54szc;bc1qa95rphx3z4gdz5jnsmzkerajdsjz3hz0h2q9ju;bc1qaepddlcn08f7nezwqrjnajswwwxlru4udfergn;bc1qaxh9tupnf67xgjjwzqrgyazegxh8n7y6djqzm5;bc1q8eewmvkzjv55v0kgkezscd5rckk29rr6apufv5;bc1qzc2n6ap4n8k2tf3742qw3kavt2hxlkvuas9whu;bc1q76w3mae6h9em4hgk6pehvpz888vs5fckydtrgw
RAAZ-26-1057,Fan-in from unrelated sources,Medium,0.78,5 other wallets paid into the reported wallet in the same window - possible additional victims.,bc1q69208euy34fnxcg89k2t864gfg8fhurpezs38j;bc1q602vtvvhclm7c4d03yt3kxgvf02ywh0ejyps5k;bc1qv33qrty2sfsc7gxhsf8ymu7dm0fsvcj5yulwzf;bc1qjsvzqlzcewk2cyjzfvy9wk3gjsrj2qvx7pazr3;bc1qg2aulyj2lm6qxma73l5evhp7rlmzfm3xdsc5ef
RAAZ-26-1058,Fan-out distribution,High,0.91,Reported wallet split funds into 6 fresh wallets within minutes of the last victim payment.,bc1qkg5wldqqn9rqt4f3aa47fumzmdf4c739snpq90;bc1qe6rf7ljkhnzup3vda5vur7uyuxkkpcfd6jdyc0;bc1qgz3p0yq4x4unrdrt69ghg3tne938gemfhudaq3;bc1qe6hqse7ams2kqzpx6u9xg5mkn35598a4t4ppf9;bc1q0e9svtjwshaeyjzw8238h75ku45r55eqxzyale;bc1qvsnftw37set560zsxkyhusdj0esffx7w0hauza;bc1qw4tyegh2e6w2z4xzsylu0fhytcf4092qgqgl27
RAAZ-26-1059,Rapid layering (high velocity),High,0.84,"Median time between hops is under 30 minutes, consistent with scripted or automated movement.",TdKWYhKYhUuPEmxeXUcyKMXDcdSYnSWnCh
RAAZ-26-1059,Fan-in from unrelated sources,Medium,0.78,2 other wallets paid into the reported wallet in the same window - possible additional victims.,TuHesCotqeAuEEapF72gJMKSbA8pcTYtrB;TEqt42jhwssvTCZ6qaYQAgEhJxjHLvw66Q
RAAZ-26-1059,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,TaJXqcRHSmfSNjNFNsY7WfGZgnjoyP3vkT
RAAZ-26-1059,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 4 other RAAZ case(s): RAAZ-26-1007, RAAZ-26-1009, RAAZ-26-1037, RAAZ-26-1048. Likely the same operator (Syndicate A).",TaJXqcRHSmfSNjNFNsY7WfGZgnjoyP3vkT
RAAZ-26-1060,Fan-in from unrelated sources,Medium,0.78,3 other wallets paid into the reported wallet in the same window - possible additional victims.,0x68b7a9cfcc71210ec7014aecc3c91e89f2d32432;0xe58f9dc07e280e2c2b6c0ed556c5b644e3451654;0xb5151a10d625513705bda1fc30906b5f9117c4e2
RAAZ-26-1060,Consolidation before cash-out,Medium,0.82,Multiple layering branches re-merge into one wallet shortly before reaching an exchange.,0x7d97e08c1b728e877573edec907db4a7969187e9
RAAZ-26-1060,Cross-case linkage,Critical,0.9,"Consolidation wallet also appears in 5 other RAAZ case(s): RAAZ-26-1017, RAAZ-26-1022, RAAZ-26-1027, RAAZ-26-1035, RAAZ-26-1040. Likely the same operator (Syndicate C).",0x7d97e08c1b728e877573edec907db4a7969187e9
